,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
179,2019-11-18,11:02:00,,Raitt Hall in the Quad,Gas smell,Reports of a gas smell at Raitt Hall in the Quad.,"ORIGINAL POST at 11:02 a.m.: There are reports of a gas smell at Raitt Hall in the Quad (map). Seattle Fire Department is on the scene. Please avoid the area and building.

This post will be updated as more information becomes available.",Original,67,178,"Raitt Hall (Rai), 1901 Chelan Ln, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6581783, 'lng': -122.3068363}, 'southwest': {'lat': 47.6576398, 'lng': -122.3076435}}, 'location': {'lat': 47.657897, 'lng': -122.3072388}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6592580302915, 'lng': -122.3058909197085}, 'southwest': {'lat': 47.6565600697085, 'lng': -122.3085888802915}}}"
180,2019-10-17,10:17:00,10:17:00,,Earthquake Drill,International earthquake drill coordinated with the UW Alert notification system.,"The UW Alert notification system will be tested on Thursday, Oct. 17 around 10:17 a.m., in conjunction with the Great ShakeOut 2019, an international earthquake drill.

A test UW Alert message will be sent via email and text reminding people about the drill and directing them to more information about preparing for earthquakes. If you don't already receive these UW Alert notifications, sign up and learn more here.

The UW Outdoor Alert notification system will also be tested the morning of Oct. 17.

The 2019 Great Washington ShakeOut will take place at 10:17 a.m. on Oct. 17. The event is part of an international effort that encourages organizations and individuals to practice what to do in an earthquake.

More information:

Harold Tobin, UW professor of Earth and space sciences and director of the Pacific Northwest Seismic Network, discusses seismic risks in the Pacific Northwest.",Original,68,179,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
181,2019-10-14,17:57:00,,UW Tower,Gas Leak,All clear. The gas leak near UW Tower has been resolved. Expect traffic delays in the area tonight and Tuesday morning as crews continue work in the area. The UW Tower and nearby buildings are clear for re-entry.,UPDATE at 5:57 p.m.: All clear. The gas leak near UW Tower has been resolved. Expect traffic delays in the area tonight and Tuesday morning as crews continue work in the area. The UW Tower and nearby buildings are clear for re-entry.,Update,69,180,"University of Washington Plaza, 1615 NE Ravenna Blvd, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6699965, 'lng': -122.3101072}, 'southwest': {'lat': 47.669825, 'lng': -122.3103324}}, 'location': {'lat': 47.6699218, 'lng': -122.3102072}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.67130783029149, 'lng': -122.3088480197085}, 'southwest': {'lat': 47.6686098697085, 'lng': -122.3115459802915}}}"
182,2019-10-14,17:30:00,,Brooklyn Ave NE and NE 45th St.,Gas Leak,"Crews have secured the gas leak near UW Tower, roads in the area will begin to open, though officials advise that eastbound NE 45th St. will likely remain closed to traffic for several hours.","UPDATE at 5:30 p.m.: Crews have secured the gas leak near UW Tower, at Brooklyn Ave NE and NE 45th St. Officials are checking nearby buildings and will reopen them when they are deemed safe, by approximately 6 p.m. The UW Tower is now clear for entry.

Roads in the area will begin to open, though officials advise that eastbound NE 45th St. will likely remain closed to traffic for several hours.",Update,69,181,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
183,2019-10-14,15:32:00,,Brooklyn Ave. NE and NE 45th St.,Evacuation,"Seattle FD has updated the evacuation map again, now north to NE 47th St.","UPDATE at 3:32 p.m.: Seattle FD has updated the evacuation map again, now north to NE 47th St.",Update,69,182,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
184,2019-10-14,15:10:00,,Brooklyn Ave. NE and NE 45th St.,Evacuation Map,Updated,UPDATE at 3:10 p.m.: Seattle FD has updated the evacuation map:,Update,69,183,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
185,2019-10-14,15:00:00,,Brooklyn Ave. NE and NE 45th St.,Gas Leak,The perimeter to the north is NE 47th St.,UPDATE at 3 p.m.: Officials are estimating two to three hours before the gas leak at Brooklyn Ave. NE and NE 45th St. is cleared. The perimeter has also been extended to the east from University Way NE to 15th Ave. NE. The perimeter to the north is NE 47th St.,Update,69,184,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
186,2019-10-14,14:35:00,,Brooklyn Ave. NE and NE 45th St.,Gas Leak,Fire and utility crews are working to address the gas leak,"UPDATE at 2:35 p.m.: Fire and utility crews are still working to address the gas leak at Brooklyn Ave. NE and NE 45th St. Anyone leaving the UW Tower is asked to move to the south of the building.

Here is the evacuation map shared by Seattle FD:

NE 45th St. and Brooklyn Ave. NE: this is the current evacuation zone, please continue to avoid the area until the leak is secured. PSE has arrived on scene. pic.twitter.com/ryBVu2c9eY

- Seattle Fire Dept. (@SeattleFire) October 14, 2019",Update,69,185,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
187,2019-10-14,,,Brooklyn Ave. NE & NE 45th St.,Gas Leak,Reported gas leak at a construction site near the UW Tower.,"ORIGINAL POST: Seattle Fire Department is responding to a reported gas leak at a construction site at Brooklyn Ave. NE and NE 45th St. near the UW Tower.

The Tower is currently being evacuated. Please avoid the area. More information will be provided here as it becomes available.",Original,69,186,"Brooklyn Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612836, 'lng': -122.3143207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66263258029149, 'lng': -122.3129717197085}, 'southwest': {'lat': 47.65993461970849, 'lng': -122.3156696802915}}}"
188,2019-10-02,16:21:00,11:00:00,UW Medical Center,Fire Response,Ending,UPDATE at 4:21 p.m.: The fire response is ending. All roadways are open and traffic is moving around UW Medical Center. Some fire vehicles will remain in the area.,Update,70,187,"Main Hospital, 1959 NE Pacific St, Seattle, WA 98195, USA","{'location': {'lat': 47.6499442, 'lng': -122.3083682}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6510537802915, 'lng': -122.3060972197085}, 'southwest': {'lat': 47.6483558197085, 'lng': -122.3087951802915}}}"
189,2019-10-02,15:53:00,11:00:00,Medical Center,Fire,Fire extinguished with no reported injuries. Investigation ongoing with congested area due to fire vehicles.,UPDATE at 3:53 p.m.: The fire is out and there have been no reported injuries. The investigation will continue and the area will remain congested for some time with fire vehicles.,Update,70,188,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
190,2019-10-02,15:41:00,11:00:00,Medical Center,Fire,"Fire on the first floor of the medical center is under control, however smoke continues to be visible.","UPDATE at 3:41 p.m.: Authorities are advising this is a relatively small fire on the first floor of the medical center and it is under control, however smoke continues to be visible. Please remain away from the area while the response continues.",Update,70,189,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
191,2019-10-02,11:00:00,11:00:00,UW Medical Center,Fire,Confirmed fire,ORIGINAL POST: The Seattle Fire Department is responding to a confirmed fire at UW Medical Center. Please avoid the area. More information will be provided here as it becomes available.,Original,70,190,"Main Hospital, 1959 NE Pacific St, Seattle, WA 98195, USA","{'location': {'lat': 47.6499442, 'lng': -122.3083682}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6510537802915, 'lng': -122.3060972197085}, 'southwest': {'lat': 47.6483558197085, 'lng': -122.3087951802915}}}"
192,2019-09-25,20:40:00,,4600 block of Union Bay Pl.,Hazmat,Contained substance and building is secure. No injuries reported.,"UPDATE at 8:40 p.m.: The roads near the Bowman Building are now open. Some Seattle Fire units are still on the scene, but the building is secure and the substance is contained.

4600 block of Union Bay Place NE: hazmat crews contained the substance and building is secure. No injuries reported and all units returning to service. pic.twitter.com/5CnFjZCqfg

- Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js",Update,71,191,"4600 Union Bay Pl NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6630134, 'lng': -122.2938094}, 'southwest': {'lat': 47.6626671, 'lng': -122.2941817}}, 'location': {'lat': 47.6628648, 'lng': -122.2939786}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6641871302915, 'lng': -122.2926712697085}, 'southwest': {'lat': 47.6614891697085, 'lng': -122.2953692302915}}}"
193,2019-09-25,18:33:00,,4600 block of Union Bay Place NE,Hazmat,Hydrofluoric acid spill in a lab facility,"ORIGINAL POST at 6:33 p.m. Seattle Fire Department officials are responding to a hydrofluoric acid spill in a lab facility in the Bowman Building (map) near the Blakely Village apartments and University Village shopping center.

Road closures are in place on Union Bay Place NE between NE 45th St. and NE 50th St. Please avoid the area.

The Bowman Building has been evacuated and one person was taken to the hospital for minor exposure. More information will be provided here as it becomes available.

4600 block of Union Bay Place NE: confirmed hydrofluoric acid spill in a lab facility. Spill is confined to one area and hazmat crews are making their way into building to contain the substance. One patient in stable condition transported to HMC by our paramedics.

- Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js

4600 block of Union Bay Place NE: building is completely evacuated. No additional patients have been identified. pic.twitter.com/LvhwYN8kJj

- Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js",Original,71,192,"4600 Union Bay Pl NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6630134, 'lng': -122.2938094}, 'southwest': {'lat': 47.6626671, 'lng': -122.2941817}}, 'location': {'lat': 47.6628648, 'lng': -122.2939786}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6641871302915, 'lng': -122.2926712697085}, 'southwest': {'lat': 47.6614891697085, 'lng': -122.2953692302915}}}"
194,2019-09-20,23:28:00,00:00:00,Corner of NE 43rd St and University Way NE,,Seattle police is clearing the scene and reopening the area.,"UPDATE AT 11:28 p.m.: 

Seattle police is clearing the scene and reopening the area.",Update,72,193,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
195,2019-09-20,23:20:00,00:00:00,Corner of NE 43rd St and University Way NE,Suspicious Package,Diffused by Police,"UPDATE AT 11:20 p.m.:

The Seattle police bomb squad has arrived and diffused the package. The area will remain closed off while the investigation continues.",Update,72,194,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
